date,festival_flag,festival_name,aqi,daily_admissions,daily_emergency_walkins,daily_opd_visits,department_ward,daily_bed_occupancy,daily_icu_occupancy,oxygen_usage_per_day,oxygen_stock_level,medical_supply_stock_level,ambulance_requests,doctors_per_shift,nurses_per_shift,support_staff_per_shift,ventilator_usage,patient_waiting_time,symptoms_diagnosis,epidemic_indicator,near_hospital_1_name,near_hospital_1_distance_km,near_hospital_1_contact,near_hospital_2_name,near_hospital_2_distance_km,near_hospital_2_contact,near_hospital_3_name,near_hospital_3_distance_km,near_hospital_3_contact
2024-11-14,0,None,244,75,20,67,Surgery,60,46,62,133,140,15,7,16,8,18,13,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-15,0,None,341,56,13,138,Surgery,66,40,55,83,186,7,13,24,10,12,26,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-16,0,None,257,82,15,116,ICU,67,79,72,126,194,11,11,16,18,22,50,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-17,0,None,232,56,15,95,ICU,92,37,45,45,92,12,6,23,9,6,25,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-18,0,None,289,54,24,91,Orthopedic,68,51,45,147,71,19,13,23,11,12,57,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-19,0,None,318,77,24,132,Orthopedic,81,88,40,44,193,14,8,17,19,13,31,Accident,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-20,0,None,226,52,28,79,General,61,64,96,112,172,17,10,22,14,14,42,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-21,0,None,278,97,25,114,Surgery,59,62,33,59,181,8,11,17,18,23,44,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-22,0,None,312,86,28,132,General,59,84,73,102,184,19,6,21,9,11,8,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-23,0,None,335,83,21,61,ICU,82,82,63,139,139,16,5,16,11,23,25,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-24,0,None,303,53,25,104,Pediatrics,68,65,98,109,182,10,5,24,11,21,37,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-25,0,None,233,54,23,107,Orthopedic,62,88,45,88,79,18,14,16,17,9,41,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-26,0,None,237,56,22,86,Surgery,93,84,56,119,84,17,7,12,19,8,14,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-27,0,None,320,80,13,121,Orthopedic,80,84,103,91,127,13,8,18,10,7,26,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-28,0,None,220,66,20,69,Surgery,71,41,84,82,75,6,10,23,16,8,28,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-29,0,None,241,71,12,115,Pediatrics,59,40,66,70,116,14,5,13,11,22,45,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-11-30,0,None,281,84,11,86,Pediatrics,77,43,109,116,98,7,9,24,16,18,18,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-01,0,None,299,78,17,82,Surgery,75,83,109,135,167,18,8,13,16,22,9,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-02,0,None,299,63,18,92,General,86,78,92,127,61,16,5,13,16,22,27,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-03,0,None,328,60,13,95,General,69,56,45,45,161,18,9,24,11,14,49,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-04,0,None,240,79,26,64,Surgery,81,49,41,136,153,10,6,10,11,8,28,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-05,0,None,234,42,10,136,ICU,77,37,83,60,138,5,8,12,12,17,58,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-06,0,None,295,61,13,107,Surgery,82,59,59,42,154,7,8,17,10,9,49,Fever,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-07,0,None,256,74,16,118,Surgery,76,67,32,65,59,13,7,16,19,18,23,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-08,0,None,318,71,26,83,Pediatrics,77,83,102,126,194,6,7,22,8,7,50,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-09,0,None,328,78,21,106,Orthopedic,57,32,40,115,67,15,13,11,12,21,14,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-10,0,None,259,78,21,139,General,86,43,87,84,63,17,5,19,8,7,44,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-11,0,None,256,87,17,104,ICU,56,36,32,46,165,16,14,18,14,5,54,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-12,0,None,256,69,15,67,Pediatrics,83,66,108,105,52,16,14,15,8,13,49,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-13,0,None,295,52,29,127,Surgery,84,67,103,149,181,6,13,12,19,11,19,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-14,0,None,337,68,16,107,Orthopedic,59,69,68,77,59,10,14,22,18,18,48,Chest pain,Yes,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-15,0,None,342,85,16,144,Pediatrics,91,46,30,136,117,8,12,12,13,22,38,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-16,0,None,316,64,14,78,General,78,79,55,136,91,7,10,15,16,11,45,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-17,0,None,292,84,25,101,Pediatrics,75,66,31,146,51,6,13,16,18,5,11,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-18,0,None,295,62,28,90,Pediatrics,55,80,103,40,70,11,6,18,12,13,23,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-19,0,None,263,73,11,89,Pediatrics,60,34,87,122,176,18,9,19,18,20,46,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-20,0,None,292,72,27,81,ICU,68,56,99,101,99,10,10,22,10,8,24,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-21,0,None,231,78,10,94,ICU,93,85,68,86,112,9,13,10,15,13,46,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-22,0,None,294,84,26,77,Pediatrics,68,35,83,108,94,8,9,19,13,20,49,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-23,0,None,323,51,12,68,ICU,82,81,77,98,115,12,11,12,13,13,13,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-24,0,None,335,68,13,64,ICU,51,85,46,63,149,19,8,14,14,11,8,Chest pain,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-25,0,None,227,72,22,108,Orthopedic,65,68,84,70,175,10,14,16,16,23,40,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-26,0,None,298,68,13,84,ICU,72,37,66,54,145,7,10,15,19,16,23,Accident,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-27,0,None,237,60,22,131,Orthopedic,59,66,41,135,157,5,9,24,12,23,51,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-28,0,None,322,74,21,125,Surgery,63,78,68,85,92,17,5,12,13,18,6,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-29,0,None,321,77,11,76,Pediatrics,77,62,54,142,155,18,12,23,18,23,15,Breathing issue,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-30,0,None,345,67,12,66,Pediatrics,82,77,92,89,57,7,5,16,16,16,43,Headache,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
2024-12-31,0,None,301,72,11,82,Orthopedic,50,89,57,105,141,17,9,23,19,15,5,Fever,No,Apollo Hospital,3.5,+91 9840012345,SRM Medical College Hospital,7.2,+91 9003011122,Rajiv Gandhi Govt Hospital,9.8,+91 9444022233
